domainID	domainName
cd18207	POZ-, AT hook-, and zinc finger-containing protein 1
pfam08574	Iwr1 domain-containing protein
pfam17327	acyl-homoserine-lactone synthase
pfam04038	dihydroneopterin aldolase family protein
pfam13545	Crp/Fnr family transcriptional regulator
cl36873	aconitate hydratase
PLN03142	DEAD/DEAH box helicase
smart00138	protein-glutamate O-methyltransferase
PRK10689	transcription-repair coupling factor
cd15234	olfactory receptor family 7 protein
pfam09902	YlbG family protein
cd15535	PHD finger domain-containing protein
smart00843	DNA translocase FtsK
COG5457	DUF1127 domain-containing protein
PRK04136	50S ribosomal protein L40e
MTH00126	NADH-ubiquinone oxidoreductase subunit 4L
pfam07187	DUF1405 domain-containing protein
pfam08925	PTD012 family protein
TIGR00784	CitMHS family transporter
cl26307	YccS family putative transporter
PRK15217	fimbrial biogenesis outer membrane usher protein
PRK06113	7-alpha-hydroxysteroid dehydrogenase
COG5202	lysophospholipid acyltransferase
cd16163	LCP family protein
PRK12425	class II fumarate hydratase
cd14473	band 4.1 family protein
cl30119	amino acid permease
PRK02463	membrane protein insertase YidC
PRK10049	poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA
cd17200	FERM domain-containing protein
pfam13917	zinc finger CCHC domain-containing protein
COG4143	thiamine ABC transporter substrate binding subunit
COG3735	TraB/GumN family protein
cd19702	helix-loop-helix protein 2
cd02122	RING finger protein 130
pfam03663	glycoside hydrolase family 76 protein
pfam05291	bystin family protein
cd00468	HIT family protein
PLN03083	E3 UFM1-protein ligase 1
pfam00089	serine protease
PRK02862	glucose-1-phosphate adenylyltransferase
PRK12728	flagellar hook-basal body complex protein FliE
cd10000	histone deacetylase 8
cd00353	30S ribosomal protein S15
COG1511	YhgE/Pip domain-containing protein
pfam13864	enkurin domain-containing protein
COG2169	trifunctional transcriptional activator/DNA repair protein Ada/methylated-DNA--[protein]-cysteine S-methyltransferase
cd14703	bZIP transcription factor
pfam12130	bMERB family protein
PRK02304	adenine phosphoribosyltransferase
COG0154	amidase
PRK15377	type III secretion system effector HECT-type E3 ubiquitin transferase
cd11385	Rag family GTP-binding protein
PRK04208	form III ribulose bisphosphate carboxylase
pfam15854	protein GPR15L
PRK01198	V-type ATP synthase subunit C
PRK02899	genetic competence negative regulator
cd03684	chloride channel protein
TIGR01396	flagellar basal body rod protein FlgB
cl17068	acyl-CoA synthetase family protein
cd01813	ubiquitin-like domain-containing CTD phosphatase 1
pfam03932	copper homeostasis protein CutC
cd06897	Qc-SNARE protein
cd05738	receptor-type tyrosine-protein phosphatase delta
cd02619	C1 family peptidase
PTZ00158	uS8 family ribosomal protein
PRK00216	class I SAM-dependent methyltransferase
pfam10264	storkhead-box protein
PRK14861	twin-arginine translocase TatA/TatE family subunit
cd16878	AT-rich interactive domain-containing protein 3A
cl19976	chemosensory receptor
pfam15547	steroid receptor-associated and regulated protein
PRK00782	MEMO1 family protein
pfam02338	OTU family ubiquitin thioesterase
COG5562	DUF1398 domain-containing protein
CHL00041	30S ribosomal protein S11
PRK00522	peroxiredoxin
cl34984	SAC family polyphosphoinositide phosphatase
cd13167	PTB-containing, cubilin and LRP1-interacting protein
cd04151	ADP-ribosylation factor-like protein
PRK11109	fused PTS fructose transporter subunit IIA/HPr protein
cd17935	CWF11/aquarius family DEAD/DEAH box helicase
pfam05025	RbsD/FucU family protein
pfam07282	transposase
cd02932	NADH:flavin oxidoreductase/NADH oxidase
PTZ00491	major vault protein
cd02080	cation-transporting P-type ATPase
cd01719	small nuclear ribonucleoprotein Sm G
PRK09479	fructose-bisphosphatase class II family protein
PRK00142	tRNA uridine(34) hydroxylase
COG1722	exodeoxyribonuclease VII small subunit
PRK00055	ribonuclease Z
pfam09135	Alb1 domain-containing protein
COG0818	diacylglycerol kinase
pfam14401	RimK family protein
cd00757	HesA/MoeB/ThiF family protein
cd18321	elongin-C
PRK09932	glycerate 3-kinase
cd13747	AmiS/UreI family transporter
pfam00214	adrenomedullin/calcitonin family protein
cd17665	RNA/RNP complex-1-interacting phosphatase family protein
cd16530	V(D)J recombination-activating protein 1
PRK11100	sensor histidine kinase
cl40821	terminase large subunit
COG1491	DUF655 domain-containing protein
COG5565	terminase large subunit
cd01080	C-1-tetrahydrofolate synthase
cd00432	uL18 family ribosomal protein
cl21598	PMP-22/EMP/MP20 family protein
pfam08038	mitochondrial import receptor subunit TOM7
pfam02099	ataxin-3 family protein
COG0648	deoxyribonuclease IV
pfam07651	ANTH domain-containing protein
PRK04288	antiholin-like protein LrgB
TIGR03120	methenyltetrahydromethanopterin cyclohydrolase
pfam15380	DUF4607 domain-containing protein
PRK14102	nitrogenase-stabilizing/protective protein NifW
pfam01084	bS18 family ribosomal protein
pfam02680	DUF211 domain-containing protein
cd16416	YqeG family HAD IIIA-type phosphatase
COG2390	sugar-binding transcriptional regulator
cd03086	phosphoacetylglucosamine mutase
pfam15387	EKC/KEOPS complex subunit GON7
PRK10435	cadaverine/lysine antiporter
COG5013	nitrate reductase subunit alpha
PRK13253	citrate lyase ACP
cl11409	RNA polymerase alpha/RpoL/Rpb11 family protein
pfam11992	DUF3488 and DUF4129 domain-containing transglutaminase family protein
cl37152	GTP 3 ,8-cyclase MoaA family protein
cl37346	type VII secretion-associated serine protease mycosin
COG2208	PP2C family protein-serine/threonine phosphatase
cd00043	transcription factor IIIB subunit
COG2333	ComEC/Rec2 family competence protein
PRK11242	transcriptional regulator CynR
pfam02828	peripheral plasma membrane protein CASK
COG4307	putative zinc-binding metallopeptidase
COG2122	UPF0280 family protein
COG5194	RBX1 family RING-box protein
PRK08040	aspartate-semialdehyde dehydrogenase family protein
pfam06778	chlorite dismutase family protein
TIGR02830	stage III sporulation protein AG
cd17870	GPN-loop GTPase family protein
cl00445	isocitrate/isopropylmalate dehydrogenase family protein
cl35039	importin-beta family protein
cl11435	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase family protein
cd06632	mitogen-activated protein kinase kinase kinase
pfam15049	transmembrane protein 217
cl13749	eukaryotic translation initiation factor 3 subunit G
cd16871	ARID/BRIGHT DNA-binding domain-containing protein
pfam15926	E3 ubiquitin-protein ligase RNF220
PLN02366	spermidine/spermine synthase family protein
cd18914	basic helix-loop-helix domain-containing protein
PRK00341	YbeD family protein
PRK11517	response regulator transcription factor
COG1647	carboxylesterase
cd02845	argonaute/piwi family protein
cd01713	phosphoadenosine phosphosulfate sulfurtransferase
pfam15055	DMAC1 family protein
pfam09446	vacuolar ATPase assembly integral membrane protein VMA21
cl21735	lung seven transmembrane receptor family protein
pfam03850	general transcription and DNA repair factor IIH subunit TFB4
COG4109	CBS domain-containing protein
PRK05054	exoribonuclease II
pfam10629	FAM166B family protein
PRK11563	phenylacetic acid degradation bifunctional protein PaaZ
cd12321	RNA-binding protein
COG1472	glycoside hydrolase family 3 protein
cl04275	sideroflexin family transporter
TIGR03128	3-hexulose-6-phosphate synthase
COG1807	glycosyltransferase family 39 protein
PRK04019	50S ribosomal protein L10
PRK10973	sn-glycerol-3-phosphate ABC transporter permease UgpE
pfam05957	DUF883 domain-containing protein
cl12129	DUF932 domain-containing protein
cl35362	DNA polymerase III subunit alpha
cd03225	ABC transporter ATP-binding protein
pfam05276	SH3BP5 family protein
pfam10897	DUF2713 domain-containing protein
PRK00440	replication factor C small subunit
PLN02547	dUTP diphosphatase
cd17343	glucose-6-phosphate exchanger SLC37A4
PLN02243	methionine adenosyltransferase
cd18288	structure-specific endonuclease subunit SLX4
TIGR03821	EF-P beta-lysylation protein EpmB
PRK13533	tRNA guanosine(15) transglycosylase TgtA
PRK00856	aspartate carbamoyltransferase catalytic subunit
TIGR03167	tRNA 2-selenouridine(34) synthase MnmH
cl19401	FUSC family protein
PRK02436	XerD family tyrosine recombinase
COG1942	4-oxalocrotonate tautomerase family protein
pfam13432	rhomboid family intramembrane serine protease
cl21498	SANT/Myb-like DNA-binding domain-containing protein
cd06184	NO-inducible flavohemoprotein
cl01342	A22B family peptidase
cd03268	ABC transporter ATP-binding protein
COG2884	cell division ATP-binding protein FtsE
cd06189	NAD(P)H-flavin reductase
CHL00078	50S ribosomal protein L5
PRK12579	Na(+)/H(+) antiporter subunit B
cd05145	serine protein kinase RIO
cd03247	cysteine/glutathione ABC transporter ATP-binding protein/permease CydC
pfam14630	origin of replication complex subunit 5 C-terminal domain-containing protein
pfam12927	DUF3835 domain-containing protein
pfam07835	aa3-type cytochrome c oxidase subunit IV
pfam01035	MGMT family protein
pfam11392	DUF2877 domain-containing protein
pfam10787	YfmQ family protein
pfam03398	IST1 family protein
TIGR03718	TerC family protein
pfam02731	SKIP/SNW1 family protein
PRK07209	ribonucleotide-diphosphate reductase subunit beta
cd00018	AP2/ERF family transcription factor
cd17909	chemotaxis protein CheC
cd01665	cytochrome c oxidase subunit 3
cd19714	protein atonal homolog 7
PRK10113	cell division activator CedA
cd20649	cytochrome P450
PLN02172	flavin-containing monooxygenase
TIGR04465	F420-dependent hydroxymycolic acid dehydrogenase
cd08190	hydroxyacid-oxoacid transhydrogenase
pfam02351	GDNF family receptor
cd05120	aminoglycoside phosphotransferase family protein
cd00296	NAD-dependent deacetylase
COG2829	phospholipase A
PRK10463	hydrogenase nickel incorporation protein HypB
cl13947	GPALPP1 family protein
cd14531	protein-tyrosine phosphatase OCA1 family protein
PRK09802	DeoR family transcriptional regulator
cd15489	PHD finger domain-containing protein
PHA00441	DUF5476 family protein
cl21457	beta/alpha barrel domain-containing protein
COG0742	RsmD family RNA methyltransferase
pfam10736	YobF family protein
COG0500	class I SAM-dependent methyltransferase
TIGR02837	stage II sporulation protein R
cl10725	DUF2045 domain-containing protein
PRK10703	HTH-type transcriptional repressor PurR
PRK09422	alcohol dehydrogenase
cd05524	protein polybromo-1
CHL00071	elongation factor Tu
pfam07219	heme biosynthesis protein HemY
COG4811	YobD family protein
pfam01381	XRE family transcriptional regulator
pfam02945	endonuclease VII domain-containing protein
pfam08917	TGF-beta receptor type-2
PLN02818	tocopherol cyclase
PRK05462	S-adenosylmethionine decarboxylase
pfam00995	Sec1 family protein
cd02195	selenide, water dikinase
pfam08387	F-box/FBD/LRR-repeat protein
cd01467	VWA domain-containing protein
cd07287	ribosomal protein S6 kinase delta-1
cd12082	MATE family efflux transporter
pfam06237	riboflavin transporter family protein
cd08227	STE20-related kinase adapter protein alpha
COG1104	cysteine desulfurase family protein
PRK10846	bifunctional folylpolyglutamate synthase/dihydrofolate synthase
pfam00291	PLP-dependent lyase/thiolase
pfam08583	COX assembly mitochondrial protein
pfam10864	YpbF family protein
PRK08617	acetolactate synthase
COG1569	putative toxin-antitoxin system toxin component, PIN family
cl34519	translocation/assembly module TamB domain-containing protein
pfam15140	glutamate-rich protein 5
cd13608	osmoprotectant ABC transporter substrate-binding protein
cd02642	R3H domain-containing protein
PRK03592	haloalkane dehalogenase
cl21467	cytochrome c family protein
cd19585	serpin family protein
cd01637	inositol monophosphatase family protein
PRK08059	general stress protein 13
pfam05991	NYN domain-containing protein
cd05776	DNA polymerase alpha catalytic subunit
cl36702	RAD23 family protein
pfam02350	UDP-N-acetyl glucosamine 2-epimerase
cl03922	V-type proton ATPase subunit G
pfam03968	LptA/OstA family protein
PRK11753	Crp/Fnr family transcriptional regulator
pfam11819	innate immunity activator family protein
cd00472	ribosomal eL24 family protein
COG3465	YwgA family protein
pfam11985	DUF3486 family protein
cd03351	UDP-N-acetylglucosamine O-acyltransferase
PTZ00183	centrin
smart00704	CDGSH iron-sulfur domain-containing protein
pfam13847	class I SAM-dependent methyltransferase
COG3123	pyrimidine/purine nucleoside phosphorylase
COG0077	bifunctional chorismate mutase/prephenate dehydratase
TIGR03144	cytochrome c biogenesis protein
pfam04809	hydrogenase expression/formation protein
PRK05474	xylose isomerase
NF033858	ABC transporter ATP-binding protein/permease
pfam06956	sigma-54-dependent transcriptional regulator
cd07254	glyoxalase/bleomycin resistance/dioxygenase family protein
pfam01790	TlpA family protein disulfide reductase
cd13159	low density lipoprotein receptor adapter protein 1 family protein
PRK09977	MgtC/SapB family protein
cd10235	molecular chaperone HscC
cd18175	V-type proton ATPase proteolipid subunit
cd04166	sulfate adenylyltransferase subunit 1
cd08021	M20 family metallopeptidase
pfam06755	toxin
cd17057	transmembrane and ubiquitin-like domain-containing family 1 protein
cd08535	erythroblast transformation specific family transcription factor
pfam09599	IpaC/SipC family type III secretion system effector
cl40468	ORF7a protein
cl37801	PAT1 family protein
smart00830	bifunctional chorismate mutase/prephenate dehydratase
COG0635	coproporphyrinogen III oxidase family protein
pfam10255	eukaryotic translation initiation factor 3 subunit L
pfam06417	ER membrane protein complex subunit 4
pfam01643	acyl-[acyl-carrier-protein] thioesterase
cl00528	iron-sulfur cluster assembly scaffold protein
cd12548	RNA-binding protein
cd18400	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1
pfam10175	MPP6 family protein
smart00774	WRKY transcription factor
TIGR02151	type 2 isopentenyl-diphosphate Delta-isomerase
PRK05670	aminodeoxychorismate/anthranilate synthase component II
cl04794	VPS16 family protein
COG4069	DUF2117 family protein
cd11855	high osmolarity signaling Sho1 family protein
cd03358	alpha-1,2-fucosyltransferase
COG0829	urease accessory protein UreD
cl37875	CCDC34 family protein
pfam06054	competence protein CoiA
PRK03906	mannonate dehydratase
pfam00656	caspase family protein
cd20265	LYR motif-containing protein
PLN03076	ARF family guanine-nucleotide exchange factor
pfam11209	DUF2993 domain-containing protein
cd16475	RING finger protein 121
cl00033	AP2/ERF family transcription factor
cd05627	serine/threonine-protein kinase 38-like
PRK14838	undecaprenyl diphosphate synthase family protein
cl21589	relaxase family protein
TIGR00459	aspartate--tRNA ligase
pfam10313	DUF2415 domain-containing protein
pfam02100	ornithine decarboxylase antizyme
pfam12765	SCC2/Nipped-B family protein
pfam01580	DNA translocase FtsK
PRK01146	DNA-directed RNA polymerase subunit L
pfam14982	protein FAM229B
PTZ00219	protein transport protein Sec61 subunit alpha
COG5061	ERO1 family protein
PRK00571	FoF1 ATP synthase subunit epsilon
cl34364	PspA/IM30 family protein
cd01257	insulin receptor substrate
PRK03204	haloalkane dehalogenase
pfam06629	MipA/OmpV family protein
PRK14436	acylphosphatase
cl34066	M16 family metallopeptidase
pfam00615	regulator of G-protein signaling domain-containing protein
pfam12889	YiiG family protein
pfam15017	WW-binding domain-containing protein
TIGR00828	PTS system mannose/fructose/sorbose family transporter subunit IID
TIGR03998	bacillithiol biosynthesis cysteine-adding enzyme BshC
COG3493	2-hydroxycarboxylate transporter family protein
PRK04057	30S ribosomal protein S3ae
pfam13449	esterase-like activity of phytase family protein
