Complex ac	Recommended name
CPX-1512	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK19
CPX-807	Kinetochore Mis12 complex
CPX-2840	CIAO1-CIAO2A-CIAO3 cytosolic iron-sulfur protein assembly complex
CPX-1361	PP2A-RSA-1 phosphatase complex
CPX-3385	Fem-2 phosphatase complex
CPX-1767	Collagen type XXVI trimer
CPX-3250	SCF-Dia2 ubiquitin ligase complex
CPX-3265	Ribosome quality control complex
CPX-118	Glycoprotein Ib-IX-V-Filamin-A complex
CPX-404	GABA-B receptor complex
CPX-1319	PSTB lipid transfer acceptor membrane complex
CPX-7509	Polycomb repressive complex 1, RING1-PCGF4-CBX6-PHC1 variant
CPX-4502	GINS complex
CPX-8144	Sodium:potassium-exchanging ATPase complex, FXYD6 variant
CPX-713	RXRalpha-TRalpha nuclear hormone receptor complex
CPX-161	FZO1-MGM1-UGO1 complex
CPX-1905	Peroxisomal PEX7-PEX18 receptor complex
CPX-4306	PETISCO, pid-1 variant
CPX-2105	Cobalamin ABC transporter complex
CPX-1929	PhnGHIJKL complex
CPX-1104	Topoisomerase IV
CPX-7846	SCF E3 ubiquitin ligase complex, CCNF variant
CPX-3622	ATR-ATRIP DNA damage-sensing kinase complex
CPX-2323	Polycomb repressive complex 2.1, EZH1-RBBP7-PCL3-EPOP variant
CPX-3055	Translocon complex
CPX-1761	Collagen type XX trimer
CPX-686	Beta-hexosaminidase B complex
CPX-2404	CRL4-DCAF11 E3 ubiquitin ligase complex, CUL4B variant 
CPX-6784	bZIP transcription factor complex, ATF7-DDIT3
CPX-2414	CRL4-DCAF16 E3 ubiquitin ligase complex, CUL4B variant 
CPX-1917	Phosphatidylinositol 3-kinase complex class IA, p110alpha/p85beta
CPX-2817	CRL4-DCAF10 E3 ubiquitin ligase complex, CUL4A variant 
CPX-3203	KIF3 complex variant AB
CPX-1785	Thrombospondin 1 complex
CPX-818	RXRalpha-RARalpha-NCOA2 retinoic acid receptor complex
CPX-912	bZIP transcription factor complex, CEBPE-CEBPE
CPX-1651	PRP19-associated complex
CPX-1065	Importin complex, KPNA6 variant
CPX-3084	USF2 upstream stimulatory factor complex
CPX-2319	SCF E3 ubiquitin ligase complex, FBXL14 variant
CPX-1420	Spindle pole body intermediate layer 2 complex
CPX-856	SMARCA3 - Annexin A2 - S100-A10 complex
CPX-888	Keratin-5 - Keratin-14 dimer complex
CPX-2765	CRL4-DCAF15 E3 ubiquitin ligase complex, CUL4B variant 
CPX-1394	LSM1-7-PAT1 complex, variant LSM1A-LSM3B-LSM6B-PAT1H1
CPX-7121	ERLIN1-ERLIN2 complex
CPX-5157	Ribonucleoside-diphosphate reductase 2 complex
CPX-2728	Anaphase-promoting complex
CPX-7762	SCF E3 ubiquitin ligase complex, FBXW5 variant
CPX-2872	bZIP transcription factor complex, BACH1-MAFG
CPX-1871	COP9 signalosome variant 2
CPX-2658	SCF E3 ubiquitin ligase complex, FBXL12 variant
CPX-6028	Formate hydrogenlyase-H/Hydrogenase-4 complex
CPX-2601	Polycomb repressive complex 1, RING1-PCGF2-CBX7-PHC2 variant
CPX-3824	Apoptosome
CPX-1355	RTT107-SLX4-SLX1 complex
CPX-3568	CcmABCDE system I cytochrome c biogenesis complex
CPX-5541	MutHLS methyl-directed mismatch repair complex
CPX-1697	PCL9-PHO85 kinase complex
CPX-7093	bZIP transcription factor complex, BACH2-BATF3
CPX-4203	GBAF (SWI/SNF) ATP-dependent chromatin remodeling complex, ACTL6A-BICRAL-SMARCA2 variant
CPX-1378	SNX4-SNX41 sorting nexin complex
CPX-6567	bZIP transcription factor complex, ATF4-MAFB
CPX-5664	Keratin-80- Keratin-82 dimer complex
CPX-5084	BLOC-2 complex
CPX-603	Cytoplasmic exosome complex, DIS3 variant
CPX-5147	Neuronal AP-3 Adaptor complex, sigma3a variant
CPX-997	GCN5-containing ATAC complex
CPX-8168	OSBPL9-OSBPL11 oxysterol-binding protein-related complex
CPX-1291	Evening Complex
CPX-5965	Mitochondrial calcium uniporter complex, MICU1-MICU3 variant
CPX-2693	INO80 chromatin remodeling complex
CPX-2943	MCM complex
CPX-2256	ASAP splicing-associated complex
CPX-5704	Kinetochore CCAN complex
CPX-2656	Ribosome quality control complex
CPX-3297	FUN30 complex
CPX-3861	lptBFG LPS ABC transporter complex 
CPX-8086	Nexin-dynein regulatory complex
CPX-864	PPARgamma-NCOA1 activated nuclear receptor complex
CPX-1689	PCL6-PHO85 kinase complex
CPX-3184	EAF5-7-3 nucleosome disassembly/reassembly complex
CPX-1045	ERV41-ERV46 retrograde receptor complex
CPX-4234	Gamma-secretase complex, Aph1a-Psen1 variant
CPX-5990	sgcABC sugar permease enzyme II complex
CPX-1890	Exocyst
CPX-2314	Polycomb repressive complex 2.1,EZH2-RBBP7-PCL2-PALI1 variant
CPX-41	Calprotectin heterodimer
CPX-771	UTP-C complex variant 2
CPX-2855	Fimbrial Tip Complex FimFGH
CPX-1691	PCL8-PHO85 kinase complex
CPX-159	E2F1-DP1 transcription factor complex
CPX-7669	LINC complex, SUN2-SYNE2 variant
CPX-2651	SMC5-SMC6 SUMO ligase complex, qjt variant
CPX-5974	Phosphatidylinositol 3-kinase complex class IA, p110beta/p55alpha
CPX-2021	BAD:BCL-XL complex
CPX-5884	Flagellar motor stator complex
CPX-1368	PP2A-PPTR-2 phosphatase complex
CPX-7803	COPI vesicle coat complex, COPG1-COPZ1 variant
CPX-1254	Neural progenitor-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1B-SMARCA2 variant
CPX-2536	CEP290-NPHP5 transition zone complex
CPX-2705	U7 small nuclear ribonucleoprotein complex
CPX-6227	GATOR2 complex
CPX-6190	Scribble cell polarity complex, DLG3-LLGL1-SCRIB variant
CPX-340	VPS4A/B complex
CPX-5972	Phosphatidylinositol 3-kinase complex class IA, p110beta/p50alpha
CPX-140	MICOS mitochondrial contact site and cristae organizing system complex
CPX-4119	HicAB toxin-antitoxin complex
CPX-7881	SCF E3 ubiquitin ligase complex, FBXO3 variant
CPX-2983	GABA-A receptor, alpha-1/beta-3/gamma-2
CPX-3403	DNA-dependent protein kinase complex
CPX-1576	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK20
CPX-336	CLB3-CDC28 kinase complex
CPX-615	SOSS2 complex
CPX-976	SRCAP chromatin remodeling complex
CPX-7010	bZIP transcription factor complex, BATF-CEBPE
CPX-5979	Frv fructose-like enzyme II complex
CPX-2628	DNA-directed RNA polymerase III complex
CPX-8021	BOS complex, NOMO1 variant
CPX-902	Kv7.1 channel complex
CPX-2954	GABA-A receptor, alpha-4/beta-3/delta
CPX-7402	Vascular endothelial growth factor B complex
CPX-670	Translation release factor ERF1-ERF3 complex
CPX-4886	DNA-directed RNA polymerase holoenzyme complex, SigmaF variant
CPX-704	RXRalpha-TRalpha nuclear hormone receptor complex
CPX-3230	CLOCK-BMAL2 transcription complex
CPX-334	VPS4 complex
CPX-1029	PCAF-containing ATAC complex
CPX-449	Beta-catenin destruction core complex, Apc-Axin2-Gsk3b variant
CPX-3181	aubergine-tudor complex
CPX-2988	GABA-A receptor, alpha-4/beta-2/delta
CPX-562	Mitochondrial respiratory chain complex II
CPX-1613	Nucleosome, variant HTZ1-HTB1 
CPX-3031	Laminin-421 complex
CPX-265	Telomerase holoenzyme complex
CPX-2586	Actin-related protein 2/3 complex, ARPC1A-ACTR3-ARPC5 variant
CPX-630	Signal recognition particle receptor complex
CPX-1225	Muscle cell-specific SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6B-ARID1A-SMARCA2 variant
CPX-5887	Flagellar basal-body rod complex
CPX-7581	Non-canonical polycomb repressive complex 1.5, RING1-RYBP-CKIIA2 variant
CPX-2455	Dystrophin glycoprotein complex, retinal inner limiting membrane variant
CPX-4103	Collagen type IX trimer
CPX-2245	 Trithorax acetylation complex 1 
CPX-5321	Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2
CPX-3147	PYM-mago-Y14 complex
CPX-1474	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK4
CPX-991	Caspase-9 complex
CPX-1652	COPI vesicle coat complex
CPX-3110	Collagen type XIV trimer
CPX-3019	Laminin-423 complex
CPX-4423	Matrilin-1 complex
CPX-10	SMAD2-SMAD3-SMAD4 complex
CPX-1624	ESCRT-III complex
CPX-1175	WASH complex, variant WASH4P/WASHC2A
CPX-305	MCL1:PMAIP1 complex
CPX-2799	CRL4-DCAF4 E3 ubiquitin ligase complex, CUL4A variant 
CPX-2088	DNA polymerase alpha:primase complex
CPX-4144	NLRC4 inflammasome
CPX-2762	CRL4-CRBN E3 ubiquitin ligase complex, CUL4B variant 
CPX-8261	CRL3 E3 ubiquitin ligase complex, KLHL40 variant 
CPX-7970	COPI vesicle coat complex, COPG1-COPZ2 variant
CPX-6598	L-lactate dehydrogenase complex, A1B3 variant
CPX-5825	PRP19-CDC5L complex
CPX-4316	Branched chain amino acid ABC transporter complex
CPX-1256	Neuron-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1A-SMARCA2 variant
CPX-413	GTPase Hras - Son of sevenless homolog 1 complex
CPX-430	Eukaryotic translation initiation factor 4F complex, variant TIF4631
CPX-530	UBC13-MMS2 ubiquitin-conjugating enzyme E2 complex
CPX-29	U5 small nuclear ribonucleoprotein complex
CPX-554	6-phosphofructokinase complex
CPX-5861	SF1-U2AF65 splicing factor complex
CPX-1750	Collagen type XI trimer variant 1
CPX-7905	SCF E3 ubiquitin ligase complex, FBXO6 variant
CPX-1756	Collagen type XV trimer
CPX-1861	GET4-GET5 transmembrane domain recognition complex
CPX-3462	CLA4-BEM1-CDC24 polarity complex
CPX-2469	Multiaminoacyl-tRNA synthetase complex
CPX-242	FAL1-SGD1 complex
CPX-5858	AMPK complex, alpha2-beta1-gamma2 variant
CPX-2241	SCF E3 ubiquitin ligase complex, FBXL13 variant
CPX-439	Beta-catenin destruction core complex, APC-AXIN2-GSK3B variant
CPX-574	cAMP-dependent protein kinase complex variant 6
CPX-3101	Collagen type I trimer
CPX-3126	Integrin alphaD-beta2 complex
CPX-2924	Hemoglobin HbA complex, variant HBB2
CPX-320	DmaABC DMSO reductase complex
CPX-1574	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK18
CPX-2014	Cyclin D1-CDK6 complex
CPX-514	c-MYC-BIN1 complex
CPX-2185	Protein farnesyltransferase complex
CPX-2938	Early embryonic hemoglobin complex
CPX-2134	ThiF-ThiS complex
CPX-1148	Foxo3-Ywhaz complex
CPX-3152	CSL-Notch-Mastermind transcription factor complex
CPX-1488	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK18
CPX-1282	Laminin211-nidogen complex 
CPX-7963	SCF E3 ubiquitin ligase complex, FBXO24 variant
CPX-504	c-Myb-C/EBPbeta complex
CPX-2046	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 complex
CPX-2156	Chaperonin-containing T-complex
CPX-7924	SCF E3 ubiquitin ligase complex, FBXO11 variant
CPX-2335	NatB N-alpha-acetyltransferase complex
CPX-1537	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK3
CPX-5997	Interferon alpha receptor-ligand complex, IFNA7 variant
CPX-6195	PAR cell polarity complex, PARD6G-PRKCZ variant
CPX-1349	LSM1-7-PAT1 complex, variant LSM1B-LSM3B-LSM6B-PAT1
CPX-3273	Mis18 complex
CPX-7261	TREX transcription-export complex, DX39A variant
CPX-2906	PDGF receptor alpha - PDGF-BB complex
CPX-2470	Vacuolar proton translocating ATPase complex, ATP6V0A1 variant
CPX-1004	PCAF-containing ATAC complex
CPX-3983	Hsp90-cdc-37-pph-5 phosphatase complex
CPX-1977	Vascular endothelial growth factor A complex
CPX-144	SMAD1 homotrimer
CPX-256	YAP1-TEAD1 transcription factor complex
CPX-75	Phosphatidylinositol 3-kinase complex, class III, ATG14 variant
CPX-1188	DPB11-SLD3-SLD2 DNA replication complex
CPX-489	VAPA-OSBP complex
CPX-5714	Nucleosome, variant H3.g-H2A.2-H2B.1
CPX-7524	Polycomb repressive complex 1, RING2-PCGF2-CBX4-PHC1 variant
CPX-3192	Skeletal muscle VGCC complex
CPX-3924	Mitotic Checkpoint Complex
CPX-4001	PKD1-PKD2 Polycystin complex
CPX-2809	CRL4-DCAF9 E3 ubiquitin ligase complex, CUL4B variant 
CPX-2442	Enok histone acetyltransferase complex
CPX-2329	Polycomb repressive complex 2.1, EZH2-RBBP7-PCL3-EPOP variant
CPX-5852	AMPK complex, alpha2-beta1-gamma1 variant
CPX-6189	Scribble cell polarity complex, DLG4-LLGL1-SCRIB variant
CPX-8061	CRL3 E3 ubiquitin ligase complex, KLHL4 variant 
CPX-2673	Gamma-secretase complex
CPX-2737	miRNA RISC-loading complex
CPX-4761	Ragulator complex
CPX-321	Positive transcription elongation factor B, CDK9-cyclinT2a complex
CPX-966	PAF1 complex
CPX-6001	Interferon alpha receptor-ligand complex, IFNA8 variant
CPX-2913	PDGF receptor alpha-beta - PDGF-CC complex
CPX-4082	NLRP1 inflammasome
CPX-7064	bZIP transcription factor complex, BATF2-DDIT3
CPX-1776	Laminin-321 complex
CPX-2508	FlhDC transcriptional regulation complex
CPX-1983	BAD:BCL-XL complex
CPX-92	Galectin-1 complex
CPX-5284	HypCDE Ni-hydrogenase maturation complex
CPX-642	Negative cofactor 2 transcriptional regulator complex
CPX-727	MOZ1 histone acetyltransferase complex
CPX-1742	tRNA-specific adenosine-34 deaminase complex
CPX-383	Interleukin-23-receptor complex
CPX-2386	DNA-directed RNA polymerase I complex
CPX-4703	MRN complex
CPX-1018	DRS2-CDC50 P4-ATPase complex
CPX-1239	SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6B-ARID1B-SMARCA4 variant
CPX-463	RSF complex
CPX-1816	Integrin alpha9-beta1 complex
CPX-4221	GBAF (SWI/SNF) ATP-dependent chromatin remodeling complex, ACTL6A-BICRA-SMARCA4 variant
CPX-6862	Mitochondrial BOLA1-GLRX5 iron-sulfur cluster assembly complex
CPX-824	Nuclear pore complex
CPX-1998	6-phosphofructokinase, L4 homotetramer
CPX-7964	COP9 signalosome complex, testis-specific variant
CPX-317	Formate hydrogenlyase-H/Hydrogenase-3 complex
CPX-8097	CRL3 E3 ubiquitin ligase complex, KLHL15 variant 
CPX-4304	mu-Calpain complex
CPX-1674	MON1-CCZ1 guanyl-nucleotide exchange factor complex
CPX-2197	Exodeoxyribonuclease V complex
CPX-8134	VCP-AMFR AAA ATPase complex
CPX-1904	Peroxisomal PEX13-PEX14-PEX17 docking complex
CPX-1662	Negative cofactor 2 transcriptional regulator complex
CPX-4661	Matrilin-4 complex
CPX-2358	CCDC36-MEI4-REC114 meiotic recombination initiation complex
CPX-1668	MLH1-MLH3 endonuclease complex
CPX-1340	Separase-Securin complex
CPX-629	MCL-1-BIM complex
CPX-1479	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK9
CPX-1643	UDP-N-acetylglucosamine transferase complex
CPX-3296	Fucose-binding lectin II complex
CPX-2360	COPII vesicle coat complex
CPX-2458	ESCRT-II complex
CPX-6026	YafNO toxin-antitoxin complex
CPX-2239	SCF E3 ubiquitin ligase complex, FBXL5 variant
CPX-513	RXRalpha-NCOA2 activated retinoic acid receptor complex
CPX-2975	Collagen type XI trimer variant 1
CPX-2294	WDB-protein phosphatase 2A complex
CPX-1524	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK11
CPX-1452	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK4
CPX-656	SAGA complex
CPX-6183	PAR cell polarity complex, PARD6A-PRKCI variant
CPX-1590	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK13
CPX-395	GTPase HRAS - Son of sevenless homolog 1 complex
CPX-2551	MGA-MAX transcriptional repressor complex
CPX-6464	GET complex
CPX-3578	Ferric-enterobactin outer membrane transporter complex
CPX-2286	Non-canonical polycomb repressive complex 1.3, RING1-RYBP-CKIIA1 variant
CPX-1279	LMA1 complex, TRX2 variant
CPX-7587	Non-canonical polycomb repressive complex 1.5, RING2-RYBP-CKIIA2 variant
CPX-2894	Inositol phosphorylceramide synthase complex
CPX-2704	Intraflagellar transport complex B
CPX-2161	SUMO activating enzyme complex, SAE1-UBA2
CPX-3424	DNA-dependent protein kinase complex
CPX-1245	Muscle cell-specific SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6B-ARID1A-SMARCA4 variant
CPX-3056	SEC62-SEC63 complex
CPX-6176	Mitochondrial succinyl-CoA synthetase complex, ATP-specific variant
CPX-3017	Laminin-521 complex
CPX-2918	UBR1-RAD6 ubiquitin ligase complex
CPX-2235	Signal recognition particle receptor complex
CPX-8186	LAT2-4F2 heteromeric amino acid transporter complex
CPX-7549	Polycomb repressive complex 1, RING2-PCGF4-CBX6-PHC2 variant
CPX-491	Ercc1-Xpf endonuclease complex
CPX-354	ATG12-ATG5-ATG16L2 complex
CPX-1841	PPP4C-PPP4R1 protein phosphatase 4 complex
CPX-7975	SCF E3 ubiquitin ligase complex, FBXO34 variant
CPX-6308	ATP10B-CDC50A P4-ATPase complex
CPX-2698	pre-mRNA cleavage and polyadenylation specificity factor complex
CPX-5461	Endosomal SNARE complex PEP12-VTI1-SYN8-SNC2
CPX-1990	BIM:BCL-2 complex
CPX-1408	Nuclear meiotic cohesin complex
CPX-1824	Integrin alphaE-beta7 complex
CPX-2343	SCF E3 ubiquitin ligase complex, FBXL16 variant
CPX-223	Neuronal nicotinic acetylcholine receptor complex, alpha9-alpha10
CPX-3119	Integrin alpha6-beta1 complex
CPX-31	U4 small nuclear ribonucleoprotein complex
CPX-3117	Integrin alpha3-beta1 complex
CPX-4446	YdcSTUV ABC transporter complex
CPX-1724	Collagen type IV trimer variant 2
CPX-3289	HSP90A-CDC37 chaperone complex
CPX-370	Ribonucleoside-diphosphate reductase RR1 complex, RRM2 variant
CPX-49	S100A9 complex
CPX-2420	Dystrophin glycoprotein complex
CPX-1159	CPAP-STIL complex
CPX-4343	Murein tripeptide ABC transporter complex
CPX-2849	CCR4-NOT mRNA deadenylase complex, CNOT6-CNOT8 variant
CPX-860	BAK1-Bcl-X complex
CPX-6568	bZIP transcription factor complex, ATF4-NFE2
CPX-8	bZIP transcription factor complex, ATF4-CREB1
CPX-2106	BtuCD complex
CPX-2965	Collagen type VI trimer
CPX-2545	LY96-TLR4 toll-like receptor complex
CPX-3621	ATR-ATRIP DNA damage-sensing kinase complex
CPX-501	uPA-uPAR-vitronectin complex
CPX-3503	MIH complex
CPX-3133	Integrin alphav-beta8 complex
CPX-1280	Luminal surveillance complex
CPX-1385	unc-83-unc-84 LINC complex
CPX-5705	CENP-A nucleosome complex
CPX-5684	SARS-CoV-2 Spike - human ACE2-SLC6A19 complex
CPX-7763	SCF E3 ubiquitin ligase complex, FBXW7 variant
CPX-2792	Clathrin complex
CPX-1032	Importin complex, Snurportin variant
CPX-470	L3MBTL1 complex
CPX-1039	COMPASS complex
CPX-4307	PETISCO, tost-1 variant
CPX-1714	Collagen type III trimer
CPX-6049	STAT3 homodimer
CPX-7005	bZIP transcription factor complex, BATF-JUN
CPX-2638	Adducin complex, alpha-beta variant
CPX-1949	Elongator holoenzyme complex
CPX-7017	bZIP transcription factor complex, BATF-NFIL3
CPX-5156	ERalpha-NCOA2 activated estrogen receptor complex
CPX-1326	CAX1-CAX3 complex
CPX-2221	APPBP2-Elongin C-Elongin B E3 ubiquitin ligase complex
CPX-3361	bZIP transcription factor complex, CEBPB-CEBPB
CPX-2740	TRAMP complex, TENT4B-ZCCHC7 variant
CPX-4450	Putative amino acid ABC transporter complex
CPX-695	Adenylyl cyclase complex
CPX-1942	Exon junction subcomplex MAGOH-Y14
CPX-5624	Ornithine transcarbamoylase complex, argIII variant
CPX-3169	Methionine adenosyltransferase complex variant 3
CPX-1412	UBP3-BRE5 ubiquitin hydrolase complex
CPX-2869	LKB1-STRAD-MO25 serine/threonine protein kinase complex, CAB39L-STRADB variant
CPX-2500	bZIP transcription factor complex, BACH1-MAF
CPX-4521	Matrilin-1 complex
CPX-2409	PAR cell polarity complex
CPX-5832	NF-kappaB DNA-binding transcription factor complex, p50/c-Rel
CPX-748	Chorionic gonadotropin hormone complex
CPX-1857	Serine/threonine-protein phosphatase PP2A variant 2
CPX-2296	Non-canonical polycomb repressive complex 1.3, RING2-YAF2-CKIIA2 variant
CPX-3885	sir-2.1-ftt-2 complex
CPX-2687	GPI-anchor transamidase complex
CPX-1525	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK12
CPX-1984	BID:BCL-2 complex
CPX-3342	Seipin complex
CPX-2354	Non-canonical polycomb repressive complex 1.1, RING1-PCGF1-RYBP variant
CPX-3172	EGO complex
CPX-581	Casein kinase II complex, CKA1-CKA2 variant
CPX-361	ATG2-ATG18 complex
CPX-1878	Replication protein A complex, RPA2 variant
CPX-5698	AMPK complex, alpha1-beta1-gamma1 variant
CPX-2825	ESCRT-0 complex, STAM variant
CPX-1198	Gamma tubulin small complex
CPX-6031	Survival motor neuron complex
CPX-8067	Survival motor neuron complex, Gem4C variant
CPX-1023	Methylosome
CPX-4027	gpr-1-gpr-2-lin-5 complex
CPX-7065	bZIP transcription factor complex, BATF2-CEBPA
CPX-1427	Nuclear cap-binding complex
CPX-2061	Cyclin A1-CDK1 complex
CPX-6480	bZIP transcription factor complex, ATF3-MAFF
CPX-5864	Eukaryotic translation initiation factor 4F, EIF4A2 and EIF4G3 variant
CPX-1848	ATG12-ATG5 complex
CPX-454	CERF chromatin remodelling complex
CPX-6135	Phagocyte NADPH oxidase complex, RAC3 variant
CPX-1209	SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6B-ARID1A-SMARCA4 variant
CPX-4768	Catalase complex
CPX-3077	integrin alpha4-beta7 complex
CPX-1509	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK16
CPX-949	Mitochondrial 3-oxoacyl-[acyl-carrier-protein] reductase
CPX-7517	Polycomb repressive complex 1, RING1-PCGF4-CBX8-PHC2 variant
CPX-6048	STAT1 homodimer
CPX-285	NMDA receptor complex, GluN1-GluN2B
CPX-2052	6-phosphofructokinase, L4 homotetramer
CPX-1835	Signal peptidase complex
CPX-8152	MON1-CCZ1 guanyl-nucleotide exchange factor complex, MON1B variant
CPX-4126	Integrin alphav-beta3 complex
CPX-4284	RbsABC ribose ABC transporter
CPX-6009	Interferon kappa receptor-ligand complex
CPX-2276	Non-canonical polycomb repressive complex 1.2, RNF2-RYBP variant
CPX-130	ANXA2-PCSK9 complex
CPX-4469	Matrilin-3 complex
CPX-3078	Ric1-Rgp1 guanyl-nucleotide exchange factor complex
CPX-1802	Integrin alpha4-beta1 complex
CPX-1972	E2F2-DP1 transcription factor complex
CPX-6013	Interferon lambda receptor-ligand complex, IFNL3 variant
CPX-426	PAN1 actin cytoskeleton-regulatory complex
CPX-1289	Intraflagellar transport complex A
CPX-6241	CHEVI tethering complex
CPX-67	bZIP transcription factor complex, Cebpa-Cebpa
CPX-6089	TBK1-IKKepsilon-TANK complex
CPX-7556	Polycomb repressive complex 1, RING2-PCGF4-CBX8-PHC3 variant
CPX-6912	Vacuolar proton translocating ATPase complex, ATP6V0A4 variant
